hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,hashtags/11,hashtags/12,hashtags/13,hashtags/14,hashtags/15,hashtags/16,hashtags/17,hashtags/18,hashtags/19,hashtags/20,hashtags/21,hashtags/22,hashtags/23,hashtags/24,hashtags/25,hashtags/26,hashtags/27,hashtags/28,hashtags/29,ownerUsername,shortCode,videoDuration,ownerFullName,url,videoUrl,displayUrl,id,type,caption
control,change,relax,calm,stress,psychologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CI5mXSTj22U,15.1,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CI5mXSTj22U/,https://instagram.ftam2-1.fna.fbcdn.net/v/t50.2886-16/131308942_109025574410806_1360984337729504254_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=instagram.ftam2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=yu2Huh6ehQ0AX-5g5ED&edm=AABBvjUBAAAA&vs=17904441235612186_1059699948&_nc_vs=HBksFQAYJEdJNmQwd2MyV3FKX0tHTUFBUDdEUEZzTE1PTVNicV9FQUFBRhUAAsgBABUAGCRHS3VHcndmU0JzQTlPZGNCQUpWZE9KbXlTbmxNYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmtPr8wsz%2FzT8VAigCQzMsF0AuMzMzMzMzGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=cd97aa8552&ccb=7-5&oh=00_AfC4uJQRX92EpJztVwuWBfmm0YM4AkGjVs1ecjKjwHgV8Q&oe=6432D5AA&_nc_sid=83d603,https://instagram.ftam2-1.fna.fbcdn.net/v/t51.2885-15/131366665_771247070128276_1663669811644309606_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.ftam2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=CIkVfp3C-IkAX_qSkLT&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDkvt3lLhM9EG8pWDCpQOASFdSoAGVXC4RS9AINhoddyw&oe=64331545&_nc_sid=83d603,2.47E+18,Video,"When we get caught up trying to control things we cannot control, stress goes up, mood goes down and life becomes much harder than it needs to be. 

So I think it’s a great move, when you have a lot on your mind, to make the distinction between things that you can change and things you can’t. One example is the tendency we have to get caught up in other people’s mistakes or choices. It can come from a compassionate place and be rooted in love and concern for another. But if we find ourselves ruminating over these things, it can be less helpful than focusing on the things we can influence, such as our own choices and behaviours. 

So, in a situation that cannot be completely controlled or changed, what matters most to you? Who do you want to be within that imperfect world? How could you conduct yourself in a way that would make you proud and grateful that you made that choice?

#control #change #relax #calm #stress #psychologist"
panicattacks,panic,mentalhealthawareness,panicattack,anxiety,mentalhealthmatters,catherinetate,anxietyawareness,psychologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CI_aYUAjVUH,16.466,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CI_aYUAjVUH/,https://instagram.fixc4-2.fna.fbcdn.net/v/t50.2886-16/131930786_3097034510398418_2097786750810845725_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=instagram.fixc4-2.fna.fbcdn.net&_nc_cat=102&_nc_ohc=HCHAYFqko4IAX-gJ9Gs&edm=AABBvjUBAAAA&vs=18148859257104948_1420626356&_nc_vs=HBksFQAYJEdLSWEzUWZTYzltSnZBQUxBQjN5bVhEdjFSd2RicV9FQUFBRhUAAsgBABUAGCRHSkZlM2dmUjNjZXFXV2tCQUFGYm15X2lIRm9YYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm6J3q6dCSvUAVAigCQzMsF0Awd0vGp%2B%2BeGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=99b1c2c9c2&ccb=7-5&oh=00_AfCK92TWJ7uSdVhtBTuo-IucHj6F6dXMftUnSQ-qyCe68A&oe=6432EB3C&_nc_sid=83d603,https://instagram.fixc4-1.fna.fbcdn.net/v/t51.2885-15/131976133_2459445907682660_881592421951682012_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fixc4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=09MEhZlK5DAAX8IkxyT&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfA8_6ECjpUUYX5trbonWudSfyemOmxTOtgRWQULlJb7Jg&oe=64335E91&_nc_sid=83d603,2.47E+18,Video,"So many people have no idea what to say when they hear that someone they know has been experiencing problems with their mental health. Why would they? It is only in recent years that we have all started to talk more openly about mental health as just another aspect of our overall health and wellbeing. 

When I tell people what my job is, I often encounter many comments that  could be seen as naive to the realities of mental health struggles. But, rather than expect everyone to understand, I recognise that most people mean no harm and I do my best to educate from a place of compassion and awareness that, until you know, you don’t know. 

My acting skills here leave much to be desired, but in the name of making a complete fool of myself, I hope you had a giggle. 
Sound credit from the wonderful Catherine Tate 

#panicattacks #panic #mentalhealthawareness #panicattack #anxiety #mentalhealthmatters #catherinetate #anxietyawareness #mentalhealthawareness #psychologist"
perfectionist,anxiety,expectations,highachievers,wellbeing,selfhelp,selfcare,selflove,selfcompassion,therapy,therapist,beyourself,beyou,bekind,positivevibes,spreadinglove,relax,calm,chillout,mentalhealth,happiness,happy,depressionrelief,askforhelp,NA,NA,NA,NA,NA,NA,drjulie,CItWTd5Dmkm,15.1,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CItWTd5Dmkm/,https://instagram.fsaw2-3.fna.fbcdn.net/v/t50.2886-16/131208793_778288489393674_5049375460898664028_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=instagram.fsaw2-3.fna.fbcdn.net&_nc_cat=106&_nc_ohc=QmkCsqYip-MAX9PlWLo&edm=AABBvjUBAAAA&vs=17848923470448710_3308357529&_nc_vs=HBksFQAYJEdGa1cwZ2NLYnZGbzJjTUNBRnh1Y0p3Ni1CSkdicV9FQUFBRhUAAsgBABUAGCRHQkE0MFFjaUFDQUZ4RUlHQURoTFB1ZXlsRW96YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmjJDKsYngtD8VAigCQzMsF0AuMzMzMzMzGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=3e4673e858&ccb=7-5&oh=00_AfD0267Jl8X_6vQjLgdqLuGDZBPultPrQvP97_DGe3luzQ&oe=6432DCE2&_nc_sid=83d603,https://instagram.fsaw2-2.fna.fbcdn.net/v/t51.2885-15/130734458_705702610380413_1162130362160424309_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsaw2-2.fna.fbcdn.net&_nc_cat=105&_nc_ohc=K1kmcu3eMyYAX8tpV3L&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfBqUCdGp1HPS8zBo8Fj9R16BZ8YGI2sw08krZz-KiF6EQ&oe=6432F88D&_nc_sid=83d603,2.46E+18,Video,"Don’t we all give ourselves such a hard time trying to live up to a whole host of expectations that no longer serve us. I think when everything feels overwhelming it’s a great exercise to re-evaluate those expectations. Being honest with yourself about why it is so important to meet each of them. Sometimes the simple process off scrutinising them under the spotlight can help us to prioritise the ones most important and let go of some others that may be based on something other than our own values. Some of the them can be rules for living we have set ourselves to feel enough and worthwhile. Others may be about the expectations of others, fear of rejection, comparing yourself to others, or perfectionism. 

At this time of year, so full of duty and expectation for adults, what is one thing you will let go so that you can focus on what really matters to you? 

Follow @drjuliesmith for more

#perfectionist #anxiety #expectations #highachievers #wellbeing #selfhelp #selfcare #selflove #selfcompassion #therapy #therapist #beyourself #beyou #bekind #positivevibes #spreadinglove #relax #calm #chillout #mentalhealth #happiness #happy #depressionrelief #askforhelp 640 sat"
socialanxiety,nerves,anxietysupport,anxietyawareness,calm,relax,confidence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CI1WwcvD-IQ,13.9,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CI1WwcvD-IQ/,https://scontent-iev1-1.cdninstagram.com/v/t50.2886-16/131130914_1365690030438964_2530735487255642654_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=scontent-iev1-1.cdninstagram.com&_nc_cat=104&_nc_ohc=C4TBAvEpHHoAX92RNkk&edm=AABBvjUBAAAA&vs=17851815653435177_1477712491&_nc_vs=HBksFQAYJEdDTG0wQWMwT2lOOUZ0b0VBQjRDV1dxRV9oNGpicV9FQUFBRhUAAsgBABUAGCRHSVNZMFFlUHlaNkFNMmNOQUd2emhaWE02QU5hYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm0ryszraItj8VAigCQzMsF0ArzMzMzMzNGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=7d6d050ff7&ccb=7-5&oh=00_AfB81MiTogQlMXTkJzgYM_n5RoUtmI630qNhpu9OsmXpaw&oe=64336C61&_nc_sid=83d603,https://scontent-iev1-1.cdninstagram.com/v/t51.2885-15/131030520_995272560963181_5780631805897182327_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-iev1-1.cdninstagram.com&_nc_cat=101&_nc_ohc=YS_io4xXqfUAX-YaqdU&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfAGdeHgHSZSvAPoB1drQSPFB0J2nQSX_qkILlP0Hg_MZg&oe=6432EA81&_nc_sid=83d603,2.46E+18,Video,"Sometimes people do things that don’t appear to be related to anxiety. If we don’t know that a person struggles, it makes sense that we come up with different ideas in our mind about why they are behaving in a certain way. It’s understandable that we may easily take it personally, feel frustrated or annoyed. 

I have heard the stories of many people whose anxiety impacts on the way they interact with friends and family. They might cancel at last minute or procrastinate on replying to messages because the process of interacting triggers stress. They can often be torn between guilt and fear. 

#socialanxiety #nerves #anxietysupport #anxietyawareness #calm #relax #confidence tu2130"
sleep,insomnia,overthinking,worry,anxiety,drjuliesmith,rumination,relax,calm,mentalhealthawareness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CJDtWGVD9lH,37.533,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CJDtWGVD9lH/,https://scontent-lcy1-1.cdninstagram.com/v/t50.2886-16/131529996_982282342297670_6193018205466438640_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5mZWVkLmRlZmF1bHQiLCJxZV9ncm91cHMiOiJbXCJpZ193ZWJfZGVsaXZlcnlfdnRzX290ZlwiXSJ9&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=102&_nc_ohc=nrVpp4eFKu0AX_x-H4r&edm=AABBvjUBAAAA&vs=17877679723998806_1595314667&_nc_vs=HBksFQAYJEdBejkxZ2RHOEJSdVlYMERBUENyV3ZBX0JmSlZia1lMQUFBRhUAAsgBABUAGCRHRnlXM1FlWjhfbzdFNHNDQURCODRlb2Rybk1EYmtZTEFBQUYVAgLIAQAoABgAGwAVAAAmrNaK1%2FPpwT8VAigCQzMsF0BCxDlYEGJOGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHXqBwA%3D&_nc_rid=e3efb0338f&ccb=7-5&oh=00_AfDm3FqpAChLqDTDC6VOy0JJi75KrJ0sOI-hXHM5DQzbSg&oe=64330448&_nc_sid=83d603,https://scontent-lcy1-1.cdninstagram.com/v/t51.2885-15/132064969_1068066340273119_7167011546860258351_n.jpg?stp=dst-jpg_e35&_nc_ht=scontent-lcy1-1.cdninstagram.com&_nc_cat=103&_nc_ohc=H1Hv0u2V1rEAX82BnNG&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfC0VGcWeASdhWjr535GsemJImJbozhJ_U3mvJ47FE7P3w&oe=6432F803&_nc_sid=83d603,2.47E+18,Video,"For anyone who does all their overthinking at night and then struggles to sleep, I know lots of people who swear by this strategy.

Keep a notebook by your bed. If you find yourself worrying about something, write it down. You only need to write a few words. Just enough to prompt your memory. Then you commit to spending some time thinking it through constructively the following day.
This can free you up from thinking that you need to solve it now or remember it tomorrow. It is also a key indication that bedtime is not problem-solving time or worry time. It is rest time. 

What other things help you to switch off at night and sleep?

#sleep #insomnia #overthinking #worry #anxiety #drjuliesmith #rumination #relax #calm #mentalhealthawareness"
anxiety,nerves,nervous,stress,stressrelief,stressmanagement,stressed,stressedout,stressedoutmom,mindfulness,meditation,mindfulnessmeditation,calm,relax,anxietysupport,panicattack,panic,howtorelax,selfhelp,selfcare,selflove,therapist,psychologist,therapy,psychology,NA,NA,NA,NA,NA,drjulie,CIpxZy4jBDR,15.033,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CIpxZy4jBDR/,https://instagram.fhan4-3.fna.fbcdn.net/v/t50.2886-16/130808312_150036053142123_5066944621510374163_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=instagram.fhan4-3.fna.fbcdn.net&_nc_cat=103&_nc_ohc=t7bd5SN9gLUAX_qXqyD&edm=AABBvjUBAAAA&vs=18062966593255821_44598025&_nc_vs=HBksFQAYJEdQajV5d2RycXFiOWRJZ0FBQk96czVWSloxRkdicV9FQUFBRhUAAsgBABUAGCRHRDZMekFjRWg0OWI0TWtBQUxyTzBrTXFTY2s1YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmmqGz3YOLlkAVAigCQzMsF0AuEOVgQYk3GBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=acc34880a2&ccb=7-5&oh=00_AfBq33Fz2mlo0x2hgSnZ7eEy2fyKytwxI18CRv1v4Gmgag&oe=643302C4&_nc_sid=83d603,https://instagram.fhan3-5.fna.fbcdn.net/v/t51.2885-15/130564848_412144336809928_8597417400133754860_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fhan3-5.fna.fbcdn.net&_nc_cat=104&_nc_ohc=0Ajst5NoCUwAX9D_YE6&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCcRe_rit2h3TMEQbIqwYA1UZ96Gsd_cymQVzs6a0ecZg&oe=64336D62&_nc_sid=83d603,2.46E+18,Video,"??Hit like if any of these resonate for you. These are just some of the many physical signs of anxiety. Follow me for more on anxiety.

The build up to Christmas can be a busy and stressful time for many of us so I am going to be making a lovely guided meditation for you all as a little Christmas pressie. Then, if it all gets too much you can lock yourself away in your bedroom and take a few minutes to chill out. 

A reel is not long enough to relax so I will put it on my YouTube. I will let you know when it goes live! If you subscribe to my YouTube you can also click the little bell and it will notify you when it goes on. 

My best wishes to everyone. 
???

#anxiety #nerves #nervous #stress #stressrelief #stressmanagement #stressed #stressedout #stressedoutmom #mindfulness #meditation #mindfulnessmeditation #calm #relax #anxietysupport #panicattack #panic #howtorelax #selfhelp #selfcare #selflove #therapist #psychologist #therapy #psychology"
supportingeachother,mentalhealthawareness,carers,carersuk,mind,anxiety,stress,whattosay,therapist,therapy,wellbeing,selfhelp,selfcare,selfhealers,selfhealing,recovery,selfimprovement,happiness,happy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CIYyiiCjDQG,15.1,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CIYyiiCjDQG/,https://instagram.fsgn2-9.fna.fbcdn.net/v/t50.2886-16/128965547_303169697572791_5076839026165119529_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=instagram.fsgn2-9.fna.fbcdn.net&_nc_cat=103&_nc_ohc=vHP_NvNMVI8AX9qH_QL&edm=AABBvjUBAAAA&vs=18177378265017081_3332379549&_nc_vs=HBksFQAYJEdLdmJyd2UzWnlFeXV4TUJBQ2w2YVRBeWpuUkdicV9FQUFBRhUAAsgBABUAGCRHQkpmdlFjSEs5aEdwSU1DQU8zMnA4Mm84WWdwYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAm8uyZ5tSOykAVAigCQzMsF0AuMzMzMzMzGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=e70b2484b8&ccb=7-5&oh=00_AfAQSV-AkMWkpq0CX4bC3tT8BvhvUNNiQk91a1uHAtRSWA&oe=6432DEB2&_nc_sid=83d603,https://instagram.fsgn2-8.fna.fbcdn.net/v/t51.2885-15/128884656_109857790964882_7760227363876192608_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fsgn2-8.fna.fbcdn.net&_nc_cat=102&_nc_ohc=EScAVOQEFdoAX9gri4-&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDFsLeuPYJB2bULbSX555g01-uvo4qw2fmh9lYAxRzSWg&oe=6433532E&_nc_sid=83d603,2.46E+18,Video,"There are so many times in life when it’s hard to know what to say. So here’s just a few ideas. Share with me in the comments, what is the most helpful thing someone has said to you before? Or, for all my therapists out there, what is an idea you can share? 

I think the most important thing here is not the exact words. It is being compassionate, honest, non-judgmental and ready to listen without dismissing, invalidating or assuming anything. 

So pop your ideas in the comments and I’ll share them on my stories over the weekend.

#supportingeachother #mentalhealthawareness #carers #carersuk #mind #anxiety #stress #whattosay #therapist #therapy #wellbeing #selfhelp #selfcare #selfhealers #selfhealing #recovery #selfimprovement #happiness #happy"
theundoing,psychologist,thriller,psychopathy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CIVl6sijSCP,30,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CIVl6sijSCP/,https://instagram.fpll6-1.fna.fbcdn.net/v/t50.2886-16/129144010_218785176423160_6969738016518263314_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=instagram.fpll6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=p5bsitwNSJsAX8vWEIa&edm=AABBvjUBAAAA&vs=17885634415850777_2004891503&_nc_vs=HBksFQAYJEdNcVVzZ2Y0Q3Jua184WUFBQkpTRzN6TWU3bGdicV9FQUFBRhUAAsgBABUAGCRHRkpydkFjTXFCU0p2c01GQUtKcmxyRjBwc1kzYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmsr7g%2Ffe4xT8VAigCQzMsF0A%2BAAAAAAAAGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=6962a82cd4&ccb=7-5&oh=00_AfCXc9yf0eIKIWimguWdjRBfaxkN7kjUP7fZUjTHRrU3NA&oe=6433638C&_nc_sid=83d603,https://instagram.fpll6-1.fna.fbcdn.net/v/t51.2885-15/128951878_2978628875756734_6259830150709904400_n.jpg?stp=dst-jpg_e35&_nc_ht=instagram.fpll6-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=Ll96C0S_MR8AX-Fyp50&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDfZxekDqKxYgfqGzt8UbMaY8xqUrzxzBEL3HOVAamFTg&oe=6433243D&_nc_sid=83d603,2.46E+18,Video,"AD A bit of fun for reels today. These were the results of a survey by Kevin Dutton to assess the prevalence of psychopathic traits among our workforce in the UK. 

Participants completed the Levenson Self-Report Psychopathy Scale and entered the details of their employment. The lists in the video show which professions reported the least and most psychopathic traits. 

This is a fascinating area of research I have been reading about since watching @SkyTVs new psychological thriller The Undoing with Nicole Kidman and Hugh Grant. I couldn’t stop watching it and trying to work out who the killer was… Jonathon the surgeon, Grace the therapist, Fernando the husband. You can find out who did it by catching up on the whole series now, and head to @SkyTV’s YouTube afterwards where I delve into the psychology behind the series.

*PLEASE NOTE, the results of this study do not mean that people around you at work have a diagnosable disorder. It is simply traits that are found in many of us.

#theundoing #psychologist #thriller #psychopathy"
bts,BTSarmy,mentalhealth,mentalhealthawareness,reachout,mentalhealthrecovery,itsokaynottobeokay,itsoknottobeok,psychologist,selflove,imfine,asktwice,saveme,savemebts,1in4,mentalhealthmatters,mentalhealthsupport,mentalhealthquotes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drjulie,CIMBFXRDRPc,10.9,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CIMBFXRDRPc/,https://instagram.fala4-1.fna.fbcdn.net/v/t50.2886-16/128061130_326281028823977_3374214449738366921_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=instagram.fala4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=p3_5svsV2zsAX-RQ5dX&edm=AABBvjUBAAAA&vs=17904742588573856_192376367&_nc_vs=HBksFQAYJEdNb09vZ2VwNjlFNHdDZ0JBTWstcFNncW50TXVicV9FQUFBRhUAAsgBABUAGCRHSkt3bndkcFRKaHFqdG9EQUk1Snp5bFg5bWd6YnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmwI3WsZeRzj8VAigCQzMsF0AlzMzMzMzNGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=a5c726e3c8&ccb=7-5&oh=00_AfBx8_po5RVq_a9W-X795qUOgtCfRhftiLTGY3HzW-SoFw&oe=6432D983&_nc_sid=83d603,https://instagram.fala4-3.fna.fbcdn.net/v/t51.2885-15/128209369_137897818115992_8939750387555091402_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=instagram.fala4-3.fna.fbcdn.net&_nc_cat=104&_nc_ohc=JmiSA_qEpkoAX8NDbTP&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfCitWrtadT5JW4dxIj-s7V-bS0l3h1FuhzhBw4Va2V5Qg&oe=6432E499&_nc_sid=83d603,2.45E+18,Video,"Please share / repost & drop a like ??
Follow for more on mental health. We don’t always mean what we say. When someone we know well says, “I’m fine,” sometimes we can sense that things are not right. If you are worried about someone, keep showing up for them. Feel free to share or repost this
.
.
Credit for text #bts 
Where is the #BTSarmy ? #mentalhealth #mentalhealthawareness #reachout #mentalhealthrecovery #itsokaynottobeokay #itsoknottobeok #psychologist #selflove #imfine #asktwice #saveme #savemebts #1in4 #mentalhealthmatters #mentalhealthsupport #mentalhealthquotes su2020"
psychologist,psychology,isolation,illustration,therapist,copingwithchange,mentalhealth,mentalhealthawareness,excercise,workout,anxiety,selfcare,selfhelp,selfhealing,selfhealers,collaboration,coronafears,stayathome,copingwithisolation,loneliness,lonely,wecandothis,mentalfitness,mindset,mindsetiseverything,NA,NA,NA,NA,NA,drjulie,CID2mP9jYoR,15.1,Dr Julie Smith | Psychologist,https://www.instagram.com/p/CID2mP9jYoR/,https://scontent-ord5-2.cdninstagram.com/v/t50.2886-16/126420068_1902242119951250_5826756846495553132_n.mp4?efg=eyJ2ZW5jb2RlX3RhZyI6InZ0c192b2RfdXJsZ2VuLjcyMC5jbGlwcy5kZWZhdWx0IiwicWVfZ3JvdXBzIjoiW1wiaWdfd2ViX2RlbGl2ZXJ5X3Z0c19vdGZcIl0ifQ&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_ohc=CeWOLBJLCHwAX_6JW6z&edm=AABBvjUBAAAA&vs=17950790788382936_3748025524&_nc_vs=HBksFQAYJEdHUUVpUWVTSTlaQkZNSUdBR3hXOGZ0NnpOeFFicV9FQUFBRhUAAsgBABUAGCRHR1RPZFFkTUhBdFNpWUlCQURyN3ViWTg3MG8xYnFfRUFBQUYVAgLIAQAoABgAGwAVAAAmsI%2Ffh8KJ4z8VAigCQzMsF0AuMzMzMzMzGBJkYXNoX2Jhc2VsaW5lXzFfdjERAHX%2BBwA%3D&_nc_rid=9e25edb17a&ccb=7-5&oh=00_AfCQmfoS02zhFHZP83eOsfaTOdq7CC0797lIM0KUsapXkA&oe=643363A0&_nc_sid=83d603,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/127218221_216726246515527_8466944464480801435_n.jpg?stp=dst-jpg_e35_p1080x1080&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=107&_nc_ohc=F22o0n3M3aAAX9XweV-&edm=AABBvjUBAAAA&ccb=7-5&oh=00_AfDhWozoJj6ryJMOxW8MKrTDms4yFgxfA5uS6BdFdld7kA&oe=64331D9A&_nc_sid=83d603,2.45E+18,Video,"Chat with me in the comments. How has 2020 impacted your own wellbeing? What is helping? What areas would you like me to cover as we move forward together toward 2021? 

?
.?
.?
.?
.?
.?
#psychologist #psychology #isolation #illustration #therapist  #copingwithchange #mentalhealth #mentalhealthawareness #excercise #workout #anxiety #selfcare #selfhelp #selfhealing #selfhealers #collaboration #coronafears #stayathome #copingwithisolation #loneliness #lonely #wecandothis #mentalfitness #mindset #mindsetiseverything"
